3/4_sprint,3p%,3pa_rate,3pm-3pa,ast,ast/to,ast/usg,birth_date,blk,bpm,dbpm,draft_age,draft_position,draft_year,drtg,dws/40,effective_fg%,fg%,fgm-fga,ft%,fta_rate,ftm-fta,g,height,high_school,home_town,lane_agility,max_vertical,mp,name,nation,obpm,ortg,ows/40,per,pf,position,pre-draft_team,proj_nba_3p%,pts,reb,school_year,shuttle,standing_reach,stl,title,to,true_shooting_%,url,usg%,weight,wingspan,ws/40
,.418,.309,1.5-3.5,2.6,1.15,0.58,"Mar 26, 1996",1.1,10.0,4.6,19.23 yrs,10th,2015,92.8,.088,.551,.486,5.5-11.3,.641,.438,3.2-4.9,39,"6'6.5"" (6'10.25"" wingspan)",,,,,36.0,Justise Winslow,,5.3,115.2,.109,22.3,3.4,SF,Duke,.338,15.6,8.0,Freshman,,"8'8.5""",1.6,Justise Winslow 2015 Draft Profile | Tankathon,2.3,.572,https://tankathon.com/players/justise-winslow,22.9,222 lbs,"6'10.25""",.194
,,.000,0.0-0.0,1.4,0.79,0.42,"Aug 18, 1993",2.4,12.6,7.1,21.83 yrs,6th,2015,80.0,.134,.572,.572,4.8-8.4,.617,.542,2.8-4.6,39,"7'0.5"" (7'3"" wingspan)",,"Spearville, KS",,,36.0,Willie Cauley-Stein,,5.4,119.8,.103,23.8,2.8,C,Kentucky,.306,12.4,8.9,Junior,,"9'3""",1.7,Willie Cauley-Stein 2015 Draft Profile | Tankathon,1.7,.588,https://tankathon.com/players/willie-cauley-stein,17.8,242 lbs,"7'3""",.237
3.26,.305,.510,2.2-7.3,3.5,1.64,0.69,"Oct 24, 1993",1.0,7.1,1.4,21.65 yrs,28th,2015,95.5,.077,.473,.395,5.6-14.3,.878,.447,5.6-6.4,35,"6'6"" (6'10.5"" wingspan)",,,10.87,"33.5""",36.0,R.J. Hunter,,5.7,115.4,.136,25.8,2.4,SG,Georgia State,.380,19.1,4.6,Junior,2.91,"8'8""",2.1,R.J. Hunter 2015 Draft Profile | Tankathon,2.1,.552,https://tankathon.com/players/r-j-hunter,29.6,185 lbs,"6'10.5""",.213
3.2,.319,.255,1.1-3.4,2.2,0.94,0.51,"May 25, 1993",0.5,6.2,3.2,22.06 yrs,46th,2015,99.8,.061,.497,.456,6.2-13.5,.751,.362,3.7-4.9,36,"6'4.25"" (6'10.75"" wingspan)",,,10.69,"40.5""",36.0,Norman Powell,,3.1,107.4,.080,19.6,2.6,SG,UCLA,.343,17.1,4.9,Senior,3.2,"8'6.5""",1.9,Norman Powell 2015 Draft Profile | Tankathon,2.3,.540,https://tankathon.com/players/norman-powell,25.3,215 lbs,"6'10.75""",.141
3.32,.379,.383,1.3-3.4,5.9,2.86,1.47,"May 10, 1996",0.1,9.3,3.3,19.10 yrs,24th,2015,99.2,.064,.489,.417,3.7-8.8,.889,.500,3.9-4.4,39,"6'2"" (6'5"" wingspan)",,,11.84,"32.5""",36.0,Tyus Jones,,6.0,125.0,.133,20.4,1.3,PG,Duke,.367,12.6,3.7,Freshman,2.95,"8'1""",1.6,Tyus Jones 2015 Draft Profile | Tankathon,2.1,.575,https://tankathon.com/players/tyus-jones,18.7,185 lbs,"6'5""",.197
,,,,,,,"Dec 5, 1993",,,,21.53 yrs,50th,2015,,,,,,,,,,"6'7""",,"Uppsala, Sweden",,,,Marcus Eriksson,Sweden,,,,,,SG,,,,,International,,,,Marcus Eriksson 2015 Draft Profile | Tankathon,,,https://tankathon.com/players/marcus-eriksson,,208 lbs,,
3.28,.377,.415,2.7-7.1,6.7,2.40,1.27,"Aug 8, 1994",0.5,9.9,1.3,20.86 yrs,14th,2015,99.0,.064,.534,.456,7.8-17.2,.787,.315,4.2-5.4,35,"6'1.5"" (6'7.25"" wingspan)",,,10.9,"35.5""",36.0,Cameron Payne,,8.6,122.5,.195,30.1,2.3,PG,Murray State,.376,22.6,4.1,Sophomore,2.93,"8'1.5""",2.2,Cameron Payne 2015 Draft Profile | Tankathon,2.8,.573,https://tankathon.com/players/cameron-payne,31.5,183 lbs,"6'7.25""",.259
3.22,.452,.471,2.3-5.2,2.2,1.45,0.60,"Nov 19, 1993",0.7,12.7,4.8,21.58 yrs,21st,2015,89.4,.099,.572,.466,5.1-11.0,.780,.371,3.2-4.1,26,"6'6.25"" (6'11.75"" wingspan)",,,11.13,"43.0""",36.0,Justin Anderson,,7.9,123.5,.138,23.8,1.5,SF,Virginia,.372,15.8,5.2,Junior,2.88,"8'5""",0.8,Justin Anderson 2015 Draft Profile | Tankathon,1.5,.610,https://tankathon.com/players/justin-anderson,23.3,231 lbs,"6'11.75""",.243
3.2,,.000,0.0-0.0,2.0,0.88,0.52,"Feb 1, 1993",2.0,8.6,4.2,22.37 yrs,56th,2015,91.1,.095,.535,.535,6.2-11.6,.490,.306,1.7-3.5,35,"6'6.75"" (6'11"" wingspan)",,,12.22,"34.5""",36.0,Branden Dawson,,4.4,106.6,.076,23.8,2.5,PF,Michigan State,.288,14.2,10.9,Senior,3.53,"8'9""",1.4,Branden Dawson 2015 Draft Profile | Tankathon,2.3,.533,https://tankathon.com/players/branden-dawson,23.4,230 lbs,"6'11""",.167
,.175,.330,0.7-3.8,3.4,1.44,,"Mar 21, 1993",0.3,,,22.24 yrs,60th,2015,,,.458,.429,5.0-11.6,.780,.215,1.9-2.5,24,"6'9""",,"Novi Sad, Serbia",,,36.0,Luka Mitrović,Serbia,,,,,3.5,PF,,.335,12.6,7.6,International,,,1.5,Luka Mitrović 2015 Draft Profile | Tankathon,2.4,.492,https://tankathon.com/players/luka-mitrovic,,230 lbs,,
3.28,.111,.024,0.0-0.3,1.3,0.40,0.30,"Jul 9, 1994",3.7,4.8,3.6,20.94 yrs,33rd,2015,90.2,.096,.505,.504,6.4-12.6,.646,.388,3.2-4.9,31,"6'8.25"" (7'3.25"" wingspan)",,,11.72,"37.5""",36.0,Jordan Mickey,,1.2,99.7,.044,21.7,2.7,PF,LSU,.310,15.9,10.3,Sophomore,3.13,"8'10""",1.0,Jordan Mickey 2015 Draft Profile | Tankathon,3.4,.533,https://tankathon.com/players/jordan-mickey,25.0,238 lbs,"7'3.25""",.144
3.15,.306,.301,1.4-4.5,3.1,1.37,0.71,"Mar 17, 1994",0.2,9.4,4.6,21.25 yrs,16th,2015,90.4,.095,.457,.411,6.1-14.9,.790,.338,4.0-5.0,36,"6'2.25"" (6'8.25"" wingspan)",,,10.84,"38.0""",36.0,Terry Rozier,,4.8,108.3,.095,22.1,1.8,PG,Louisville,.353,17.6,5.7,Sophomore,2.84,"8'2.5""",2.1,Terry Rozier 2015 Draft Profile | Tankathon,2.3,.509,https://tankathon.com/players/terry-rozier,27.8,190 lbs,"6'8.25""",.190
,.250,.031,0.1-0.4,1.9,0.83,0.49,"Nov 15, 1995",3.9,14.3,7.6,19.59 yrs,1st,2015,78.1,.141,.570,.566,6.4-11.2,.813,.523,4.8-5.9,39,"6'11""",,,,,36.0,Karl-Anthony Towns,,6.6,126.8,.170,31.4,5.0,C,Kentucky,.335,17.6,11.4,Freshman,,,0.8,Karl-Anthony Towns 2015 Draft Profile | Tankathon,2.3,.627,https://tankathon.com/players/karl-anthony-towns,23.7,250 lbs,,.311
,.080,.075,0.1-0.8,3.1,1.48,0.86,"May 6, 1992",2.5,10.1,5.5,23.12 yrs,53rd,2015,94.2,.084,.527,.524,5.5-10.5,.725,.413,3.1-4.3,33,"6'5""",,,,,36.0,Sir'Dominic Pointer,,4.6,113.8,.098,24.7,3.1,SF,St. John's,.309,14.2,8.0,Senior,,,2.0,Sir'Dominic Pointer 2015 Draft Profile | Tankathon,2.1,.566,https://tankathon.com/players/sir-dominic-pointer,21.0,192 lbs,,.182
3.25,.333,.117,0.5-1.4,2.5,1.09,0.70,"Jan 1, 1993",1.2,7.0,2.9,22.46 yrs,27th,2015,90.6,.096,.533,.514,6.2-12.0,.786,.403,3.8-4.8,31,"6'8.5"" (7'1.5"" wingspan)",,,10.93,"37.5""",36.0,Larry Nance Jr.,,4.0,109.6,.104,25.3,2.3,PF,Wyoming,.337,16.6,7.5,Senior,3.01,"9'0""",1.2,Larry Nance Jr. 2015 Draft Profile | Tankathon,2.3,.581,https://tankathon.com/players/larry-nance-jr,28.5,227 lbs,"7'1.5""",.200
,.371,.297,1.4-3.9,2.1,0.77,0.44,"May 29, 1996",0.5,9.4,4.4,19.05 yrs,8th,2015,87.6,.107,.501,.446,5.8-13.0,.742,.456,4.4-5.9,38,"6'6.5"" (6'11.5"" wingspan)",,,,,36.0,Stanley Johnson,,5.0,111.1,.104,22.5,3.3,SF,Arizona,.349,17.4,8.2,Freshman,,"8'6""",1.9,Stanley Johnson 2015 Draft Profile | Tankathon,2.7,.551,https://tankathon.com/players/stanley-johnson,26.6,242 lbs,"6'11.5""",.211
,.243,.098,0.3-1.1,1.4,0.71,0.41,"Jan 26, 1994",1.2,9.5,3.6,21.39 yrs,32nd,2015,90.3,.098,.578,.566,6.2-11.0,.597,.508,3.3-5.6,35,"6'7.5"" (7'4.25"" wingspan)",,,,,36.0,Montrezl Harrell,,5.9,117.4,.117,24.8,2.2,PF,Louisville,.304,16.1,9.4,Junior,,"9'1""",1.0,Montrezl Harrell 2015 Draft Profile | Tankathon,2.0,.588,https://tankathon.com/players/montrezl-harrell,22.3,253 lbs,"7'4.25""",.215
,.457,.536,4.0-8.9,2.1,0.66,0.42,"Dec 17, 1992",0.5,12.8,2.2,23.50 yrs,6th,2016,101.6,.058,.623,.501,8.3-16.5,.880,.333,4.8-5.5,37,"6'5"" (6'9.25"" wingspan)",,,,,36.0,Buddy Hield,Bahamas,10.6,124.0,.174,28.2,2.1,SG,Oklahoma,.412,25.4,5.8,Senior,,"8'5""",1.2,Buddy Hield 2016 Draft Profile | Tankathon,3.1,.665,https://tankathon.com/players/buddy-hield,30.2,212 lbs,"6'9.25""",.232
3.12,.391,.477,2.3-6.0,4.1,1.51,1.06,"Jun 5, 1992",0.3,8.4,3.1,24.04 yrs,49th,2016,101.8,.060,.554,.461,5.8-12.5,.662,.328,2.7-4.1,37,"6'6.75"" (6'7.5"" wingspan)",,,11.0,"37.5""",36.0,Michael Gbinije,,5.3,113.4,.103,20.9,2.5,SG/SF,Syracuse,.354,16.6,3.9,Senior,3.19,"8'5""",1.8,Michael Gbinije 2016 Draft Profile | Tankathon,2.7,.574,https://tankathon.com/players/michael-gbinije,24.8,205 lbs,"6'7.5""",.163
,,.000,0.0-0.0,0.1,0.05,0.05,"Jun 3, 1994",4.0,3.1,4.8,22.04 yrs,,2016,97.4,.076,.571,.571,3.2-5.7,.418,.736,1.7-4.2,32,"6'11""",,,,,36.0,Prince Ibeh,,-1.7,98.5,.021,14.8,6.5,C,Texas,.278,8.2,10.0,Senior,,,0.6,Prince Ibeh 2016 Draft Profile | Tankathon,2.5,.537,https://tankathon.com/players/prince-ibeh,14.5,260 lbs,,.097
,,,,,,,"May 9, 1995",,,,21.11 yrs,24th,2016,,,,,,,,,,"6'6""",,"Cannes, France",,,,Timothé Luwawu-Cabarrot,France,,,,,,SG/SF,,,,,International,,,,Timothé Luwawu-Cabarrot 2016 Draft Profile | Tankathon,,,https://tankathon.com/players/timothe-luwawu-cabarrot,,210 lbs,,
3.5,,.000,0.0-0.0,0.7,0.28,0.16,"Feb 10, 1997",2.5,5.8,2.0,19.35 yrs,40th,2016,98.1,.074,.568,.568,7.4-13.1,.761,.456,4.6-6.0,35,"6'10.25"" (7'2.75"" wingspan)",Dominican High School,"Milwaukee, WI",12.02,"29.5""",36.0,Diamond Stone,,3.8,118.4,.129,26.7,3.6,C,Maryland,.326,19.4,8.4,Freshman,3.22,"9'0.5""",0.8,Diamond Stone 2016 Draft Profile | Tankathon,2.4,.610,https://tankathon.com/players/diamond-stone,26.7,254 lbs,"7'2.75""",.203
3.13,.438,.143,0.9-2.0,1.5,0.88,0.33,"Sep 14, 1993",0.6,9.3,2.2,22.76 yrs,,2016,99.7,.066,.563,.531,7.4-14.0,.785,.397,4.4-5.5,38,"6'8.25"" (6'10.25"" wingspan)",,,10.73,"38.0""",36.0,Perry Ellis,,7.1,123.6,.146,24.0,2.0,PF,Kansas,.349,20.1,6.9,Senior,3.03,"8'6""",0.6,Perry Ellis 2016 Draft Profile | Tankathon,1.8,.605,https://tankathon.com/players/perry-ellis,25.4,218 lbs,"6'10.25""",.212
3.2,,.000,0.0-0.0,1.9,0.82,0.39,"Jun 27, 1994",1.9,12.7,4.2,21.98 yrs,25th,2016,92.4,.093,.614,.614,8.6-14.0,.783,.423,4.6-5.9,40,"6'10.5"" (7'0.5"" wingspan)",,,11.88,"38.0""",36.0,Brice Johnson,,8.5,130.1,.178,33.0,3.4,PF,North Carolina,.329,21.8,13.4,Senior,2.94,"8'10.5""",1.4,Brice Johnson 2016 Draft Profile | Tankathon,2.3,.649,https://tankathon.com/players/brice-johnson,25.0,209 lbs,"7'0.5""",.271
3.2,.000,.010,0.0-0.1,1.6,0.58,0.38,"Jun 30, 1995",2.2,6.2,3.0,20.97 yrs,30th,2016,95.8,.083,.590,.590,7.6-13.0,.536,.538,3.7-7.0,33,"6'11.5"" (7'3.75"" wingspan)",,,11.35,"37.0""",36.0,Damian Jones,,3.1,110.4,.092,23.3,4.5,C,Vanderbilt,.294,19.0,9.4,Junior,3.12,"8'11""",0.3,Damian Jones 2016 Draft Profile | Tankathon,2.7,.584,https://tankathon.com/players/damian-jones,26.8,244 lbs,"7'3.75""",.176
3.2,.344,.362,1.5-4.5,6.9,3.57,1.47,"Jan 5, 1996",0.1,10.3,2.4,20.45 yrs,34th,2016,103.6,.053,.497,.434,5.4-12.4,.856,.441,4.7-5.5,35,"5'10"" (6'2"" wingspan)",,,10.8,"38.0""",36.0,Tyler Ulis,,7.9,128.8,.168,24.0,1.8,PG,Kentucky,.366,16.9,2.9,Sophomore,2.88,"7'4.5""",1.4,Tyler Ulis 2016 Draft Profile | Tankathon,1.9,.567,https://tankathon.com/players/tyler-ulis,23.3,149 lbs,"6'2""",.220
,.372,.275,1.4-3.7,6.8,1.78,1.49,"Mar 18, 1994",0.7,10.1,5.4,22.25 yrs,5th,2016,95.0,.085,.499,.448,6.1-13.6,.695,.462,4.4-6.3,33,"6'4.25"" (6'9.5"" wingspan)",,,,,36.0,Kris Dunn,,4.7,106.1,.081,23.3,3.1,PG,Providence,.342,17.9,5.8,Junior,,"8'4""",2.7,Kris Dunn 2016 Draft Profile | Tankathon,3.8,.541,https://tankathon.com/players/kris-dunn,28.1,205 lbs,"6'9.5""",.165
,.294,.270,1.2-3.9,2.6,0.65,0.49,"Oct 24, 1996",0.8,3.6,2.5,19.65 yrs,3rd,2016,97.2,.077,.471,.431,6.2-14.5,.654,.574,5.4-8.3,34,"6'6.75"" (6'11.75"" wingspan)",,,,,36.0,Jaylen Brown,,1.1,98.5,.043,17.6,4.1,SF,California,.330,19.1,7.0,Freshman,,"8'6.5""",1.0,Jaylen Brown 2016 Draft Profile | Tankathon,4.0,.518,https://tankathon.com/players/jaylen-brown,31.4,223 lbs,"6'11.75""",.115
3.33,.353,.544,2.2-6.3,2.2,0.97,0.55,"Jan 5, 1996",0.3,3.5,2.1,20.45 yrs,22nd,2016,102.3,.057,.465,.369,4.3-11.7,.720,.381,3.2-4.4,37,"6'6.25"" (7'0"" wingspan)",,,10.56,"38.0""",36.0,Malachi Richardson,,1.4,102.6,.047,13.8,2.6,SG,Syracuse,.359,14.0,4.5,Freshman,3.25,"8'5.5""",1.2,Malachi Richardson 2016 Draft Profile | Tankathon,2.2,.510,https://tankathon.com/players/malachi-richardson,23.2,200 lbs,"7'0""",.104
,,,,,,,"Aug 12, 1995",,,,20.85 yrs,35th,2016,,,,,,,,,,"6'9""",,"Belgrade, Serbia",,,,Rade Zagorac,Serbia,,,,,,SF,,,,,International,,,,Rade Zagorac 2016 Draft Profile | Tankathon,,,https://tankathon.com/players/rade-zagorac,,209 lbs,,
,.423,.565,2.4-5.6,1.9,1.12,,"Jul 24, 1997",0.6,,,18.90 yrs,26th,2016,,,.511,.391,3.9-9.9,.571,.152,0.9-1.5,19,"6'7""",,"Istanbul, Turkey",,,36.0,Furkan Korkmaz,Turkey,,,,,5.8,SG/SF,,,10.9,3.6,International,,,0.4,Furkan Korkmaz 2016 Draft Profile | Tankathon,1.7,.517,https://tankathon.com/players/furkan-korkmaz,,190 lbs,,
3.19,.406,.320,1.5-3.6,6.2,1.89,1.33,"Mar 29, 1996",0.4,7.1,3.0,20.22 yrs,17th,2016,97.7,.072,.492,.427,4.9-11.4,.799,.614,5.6-7.0,33,"6'4"" (6'11.25"" wingspan)",,,10.45,"38.0""",36.0,Wade Baldwin IV,,4.1,112.7,.108,20.7,3.1,PG,Vanderbilt,.359,16.7,4.7,Sophomore,3.01,"8'4""",1.4,Wade Baldwin IV 2016 Draft Profile | Tankathon,3.3,.571,https://tankathon.com/players/wade-baldwin-iv,25.3,202 lbs,"6'11.25""",.180
,,.000,0.0-0.0,2.3,0.95,0.54,"Oct 15, 1995",1.8,10.4,2.8,20.67 yrs,9th,2016,98.5,.070,.646,.646,7.5-11.6,.689,.674,5.4-7.8,36,"7'1"" (7'2.75"" wingspan)",,,,,36.0,Jakob Poeltl,Austria,7.6,128.7,.179,31.1,2.7,C,Utah,.316,20.4,10.8,Sophomore,,"9'3.5""",0.7,Jakob Poeltl 2016 Draft Profile | Tankathon,2.4,.665,https://tankathon.com/players/jakob-poeltl,25.6,239 lbs,"7'2.75""",.249
3.3,.366,.515,2.2-6.0,4.1,1.88,1.12,"Oct 25, 1995",0.4,7.6,3.7,20.65 yrs,38th,2016,96.0,.079,.560,.465,5.4-11.7,.774,.294,2.7-3.4,33,"6'6.75"" (6'10"" wingspan)",,,11.01,"38.0""",36.0,Patrick McCaw,,3.9,117.1,.097,21.3,2.4,SG,UNLV,.366,15.7,5.5,Sophomore,2.97,"8'4.5""",2.6,Patrick McCaw 2016 Draft Profile | Tankathon,2.2,.591,https://tankathon.com/players/patrick-mccaw,20.3,181 lbs,"6'10""",.180
3.34,.365,.434,2.7-7.3,5.7,1.45,1.04,"Mar 8, 1995",1.6,8.9,2.9,21.28 yrs,42nd,2016,97.4,.077,.458,.379,6.4-16.8,.760,.383,4.9-6.4,34,"6'4.5"" (6'8.75"" wingspan)",,,11.65,"35.5""",36.0,Isaiah Whitehead,,6.0,104.5,.077,20.5,2.6,SG,Seton Hall,.372,20.3,4.0,Sophomore,3.21,"8'4""",1.3,Isaiah Whitehead 2016 Draft Profile | Tankathon,3.9,.511,https://tankathon.com/players/isaiah-whitehead,31.6,210 lbs,"6'8.75""",.153
3.25,.331,.381,1.5-4.7,4.7,2.16,1.04,"Sep 7, 1994",0.3,6.1,0.8,21.78 yrs,45th,2016,112.2,.019,.514,.451,5.5-12.2,.813,.325,3.2-4.0,35,"6'1.25"" (6'5.5"" wingspan)",,,10.81,"43.5""",36.0,Demetrius Jackson,,5.2,117.9,.121,21.0,1.9,PG,Notre Dame,.359,15.8,3.5,Junior,2.87,"7'9""",1.2,Demetrius Jackson 2016 Draft Profile | Tankathon,2.2,.560,https://tankathon.com/players/demetrius-jackson,24.1,194 lbs,"6'5.5""",.140
3.15,.355,.350,2.1-6.0,9.1,2.70,1.60,"Mar 29, 1995",0.2,8.3,0.8,21.22 yrs,54th,2016,105.9,.044,.502,.440,7.5-17.1,.848,.461,6.7-7.9,35,"5'9.5"" (6'2.5"" wingspan)",,,11.52,"44.0""",36.0,Kay Felder,,7.5,122.9,.193,28.7,2.9,PG,Oakland,.375,23.9,4.2,Junior,2.9,"7'4.5""",1.9,Kay Felder 2016 Draft Profile | Tankathon,3.4,.572,https://tankathon.com/players/kay-felder,31.3,177 lbs,"6'2.5""",.236
3.15,.356,.588,2.5-7.0,4.3,3.05,0.96,"Sep 11, 1993",0.5,8.0,2.8,22.77 yrs,55th,2016,104.8,.048,.503,.398,4.7-11.9,.774,.263,2.4-3.1,34,"6'1.75"" (6'6.25"" wingspan)",,,10.82,"39.5""",36.0,Marcus Paige,,5.1,122.3,.108,17.4,1.7,PG,North Carolina,.371,14.3,2.9,Senior,2.69,"8'1""",1.3,Marcus Paige 2016 Draft Profile | Tankathon,1.4,.537,https://tankathon.com/players/marcus-paige,19.4,164 lbs,"6'6.25""",.156
3.4,.331,.345,1.5-4.5,5.3,2.00,1.16,"Aug 8, 1995",0.5,8.0,4.0,20.86 yrs,56th,2016,89.9,.105,.444,.387,5.0-12.9,.860,.243,2.7-3.1,36,"6'8"" (6'9"" wingspan)",Crenshaw High School,"Los Angeles, CA",11.48,"29.0""",36.0,Daniel Hamilton,,4.0,104.0,.063,20.0,2.1,SG/SF,UConn,.365,14.2,10.1,Sophomore,3.2,"8'7.5""",1.2,Daniel Hamilton 2016 Draft Profile | Tankathon,2.7,.492,https://tankathon.com/players/daniel-hamilton,25.1,197 lbs,"6'9""",.164
,,.000,0.0-0.0,1.3,0.43,0.28,"Jul 8, 1993",1.3,4.2,0.6,22.95 yrs,,2016,102.8,.056,.560,.560,6.5-11.6,.628,.557,4.1-6.5,36,"6'10""",,,,,36.0,Zach Auguste,,3.6,112.3,.105,25.6,2.9,PF,Notre Dame,.307,17.0,13.0,Senior,,,0.8,Zach Auguste 2016 Draft Profile | Tankathon,3.0,.581,https://tankathon.com/players/zach-auguste,26.0,240 lbs,,.158
3.41,.200,.029,0.1-0.5,1.8,0.87,0.42,"Feb 4, 1994",2.3,8.2,2.7,22.37 yrs,27th,2016,86.7,.116,.542,.539,8.4-15.6,.678,.396,4.2-6.2,34,"6'9.5"" (7'3.25"" wingspan)",,,11.25,"36.5""",36.0,Pascal Siakam,Cameroon,5.5,119.7,.150,31.6,2.8,PF,New Mexico State,.316,21.1,12.1,Sophomore,3.09,"8'11.5""",1.0,Pascal Siakam 2016 Draft Profile | Tankathon,2.1,.569,https://tankathon.com/players/pascal-siakam,29.1,227 lbs,"7'3.25""",.265
3.17,.266,.258,0.9-3.4,4.3,2.21,0.99,"Jul 4, 1994",0.8,8.2,3.4,21.96 yrs,21st,2016,97.8,.075,.513,.479,6.4-13.3,.657,.358,3.1-4.8,36,"6'5.75"" (6'9.25"" wingspan)",,,10.9,"38.0""",36.0,DeAndre' Bembry,,4.7,113.2,.101,22.4,2.4,SF,Saint Joseph's,.325,16.8,7.5,Junior,2.87,"8'5""",1.4,DeAndre' Bembry 2016 Draft Profile | Tankathon,2.0,.539,https://tankathon.com/players/deandre-bembry,24.4,207 lbs,"6'9.25""",.173
,.288,.243,1.1-3.7,4.8,1.37,0.99,"Sep 19, 1996",0.3,3.6,1.8,19.75 yrs,29th,2016,102.0,.056,.451,.416,6.4-15.4,.663,.342,3.5-5.2,34,"6'5""",,,,,36.0,Dejounte Murray,,1.9,99.7,.042,16.8,2.8,PG/SG,Washington,.330,17.3,6.4,Freshman,,,2.0,Dejounte Murray 2016 Draft Profile | Tankathon,3.5,.485,https://tankathon.com/players/dejounte-murray,25.8,170 lbs,,.098
,.358,.404,1.5-4.2,0.8,0.41,,"Sep 28, 1995",0.4,,,20.72 yrs,15th,2016,,,.528,.455,4.8-10.5,.717,.481,3.6-5.0,34,"6'9""",,"Madrid, Spain",,,36.0,Juan Hernangómez,Spain,,,,,2.0,SF/PF,,.347,14.7,8.7,International,,,1.3,Juan Hernangómez 2016 Draft Profile | Tankathon,2.1,.570,https://tankathon.com/players/juan-hernangomez,,230 lbs,,
,.167,.462,0.8-5.0,1.7,1.00,,"Nov 17, 1997",2.1,,,18.58 yrs,4th,2016,,,.269,.231,2.5-10.9,.500,.077,0.4-0.8,10,"7'1""",,"Split, Croatia",,,36.0,Dragan Bender,Croatia,,,,,4.6,PF,,,6.3,5.0,International,,,0.8,Dragan Bender 2016 Draft Profile | Tankathon,1.7,.278,https://tankathon.com/players/dragan-bender,,225 lbs,,
3.33,,,,,,,"Feb 25, 1997",,,,19.31 yrs,10th,2016,,,,,,,,,,"7'0.75"" (7'3"" wingspan)",Orangeville Prep,"Perth, Australia",11.15,"36.5""",,Thon Maker,South Sudan,,,,,,PF,,,,,HS Senior,3.09,"9'2.5""",,Thon Maker 2016 Draft Profile | Tankathon,,,https://tankathon.com/players/thon-maker,,216 lbs,"7'3""",
,.378,.381,1.4-3.7,2.5,1.19,,"Feb 18, 1994",1.3,,,22.33 yrs,48th,2016,,,.567,.495,4.8-9.8,.958,.247,2.3-2.4,20,"6'8""",,"Heidelberg, Germany",,,36.0,Paul Zipser,Germany,,,,,4.3,SF,,.378,13.4,7.3,International,,,0.7,Paul Zipser 2016 Draft Profile | Tankathon,2.1,.613,https://tankathon.com/players/paul-zipser,,226 lbs,,
3.26,.350,.178,0.9-2.5,1.1,0.38,0.26,"Jul 2, 1997",2.3,4.9,2.2,18.96 yrs,8th,2016,102.2,.057,.561,.530,7.6-14.3,.682,.382,3.7-5.5,34,"6'10"" (7'0.25"" wingspan)",,,11.93,"38.5""",36.0,Marquese Chriss,,2.8,111.9,.090,21.6,5.9,PF,Washington,.331,19.8,7.8,Freshman,3.05,"8'9""",1.4,Marquese Chriss 2016 Draft Profile | Tankathon,2.9,.585,https://tankathon.com/players/marquese-chriss,24.1,233 lbs,"7'0.25""",.146
,.000,.011,0.0-0.1,0.7,0.33,0.16,"Mar 18, 1996",3.7,2.6,4.0,20.25 yrs,28th,2016,97.1,.078,.516,.516,6.2-12.1,.661,.326,2.6-3.9,36,"6'11.75"" (7'2.5"" wingspan)",,,,,36.0,Skal Labissiere,Haiti,-1.3,107.9,.063,18.6,6.9,PF/C,Kentucky,.312,15.0,7.2,Freshman,,"8'9.5""",0.6,Skal Labissiere 2016 Draft Profile | Tankathon,2.1,.540,https://tankathon.com/players/skal-labissiere,22.2,216 lbs,"7'2.5""",.141
3.17,.364,.163,0.7-1.9,1.2,0.45,0.28,"Jan 28, 1994",1.4,4.3,0.6,22.39 yrs,52nd,2016,90.1,.104,.602,.573,6.7-11.7,.697,.677,5.5-7.9,33,"6'9"" (7'1.75"" wingspan)",,,10.26,"40.5""",36.0,Joel Bolomboy,,3.7,121.1,.146,29.1,2.5,PF,Weber State,.331,19.5,14.4,Senior,2.86,"8'7.5""",0.8,Joel Bolomboy 2016 Draft Profile | Tankathon,2.7,.634,https://tankathon.com/players/joel-bolomboy,26.1,224 lbs,"7'1.75""",.250
3.26,,.000,0.0-0.0,0.2,0.06,0.04,"Sep 13, 1996",4.1,3.7,5.4,19.76 yrs,33rd,2016,85.5,.119,.569,.569,5.9-10.3,.556,.466,2.7-4.8,27,"6'9"" (7'4.5"" wingspan)",,,11.24,"35.0""",36.0,Cheick Diallo,Mali,-1.6,101.3,.040,20.5,6.8,PF/C,Kansas,.297,14.4,12.1,Freshman,3.3,"8'11.5""",1.2,Cheick Diallo 2016 Draft Profile | Tankathon,3.0,.572,https://tankathon.com/players/cheick-diallo,21.7,219 lbs,"7'4.5""",.158
,.429,.331,1.7-3.9,0.6,0.26,,"Jul 26, 1995",1.0,,,20.90 yrs,53rd,2016,,,.573,.502,5.8-11.6,.699,.302,2.5-3.5,43,"6'11""",,"Calais, France",,,36.0,Petr Cornelie,France,,,,,5.1,PF,,.349,15.8,9.8,International,,,0.6,Petr Cornelie 2016 Draft Profile | Tankathon,2.3,.593,https://tankathon.com/players/petr-cornelie,,220 lbs,,
,.326,.246,1.1-3.4,4.1,1.68,,"Jun 6, 1994",0.0,,,22.03 yrs,39th,2016,,,.474,.434,5.9-13.7,.667,.223,2.0-3.0,34,"6'4""",,"Les Abymes, Guadeloupe",,,36.0,David Michineau,France,,,,,4.9,PG,,.332,15.0,2.5,International,,,1.4,David Michineau 2016 Draft Profile | Tankathon,2.4,.496,https://tankathon.com/players/david-michineau,,180 lbs,,
