name,draft_year,draft_position,draft_age,height,weight,wingspan,pts,reb,ast,stl,blk,pf,to,g,mp,max_vertical,lane_agility,shuttle,3/4_sprint,standing_reach,fg%,3p%,3pa_rate,fta_rate,ft%,effective_fg%,true_shooting_%,usg%,ast/usg,ast/to,per,ortg,drtg,obpm,dbpm,bpm,ows/40,dws/40,ws/40,proj_nba_3p%,Peak DARKO,fgm,fga,3pm,3pa,ftm,fta,team_Mid-Major,team_Other,team_Power_6,Freshman,Sophomore,Junior,Senior,Other
Kaleb Wesson,2020,61,20.89,82.25,253,87.5,17.1,11.3,2.4,0.9,1.2,3.8,3.0,31.0,36.0,,,,,111.5,0.444,0.425,0.346,0.523,0.731,0.518,0.568,26.1,0.55,0.78,23.3,111.2,89.8,5.4,3.6,9.0,0.114,0.096,0.205,0.355,,5.4,12.0,1.8,4.2,4.6,6.3,0,0,1,0,0,1,0,0
Tres Tinkle,2020,61,24.04,79.0,225,,19.2,7.1,3.3,1.8,0.5,2.5,2.4,31.0,36.0,,,,,,0.44,0.345,0.347,0.419,0.81,0.5,0.559,28.9,0.72,1.4,25.3,112.2,99.2,6.2,1.5,7.7,0.127,0.06,0.187,0.362,,6.3,14.4,1.7,5.0,4.9,6.0,0,0,1,0,0,0,1,0
Ashton Hagans,2020,61,20.95,74.5,193,80.0,12.5,4.2,6.9,2.1,0.2,2.8,3.7,30.0,36.0,,,,,99.5,0.404,0.258,0.234,0.536,0.81,0.434,0.519,22.4,1.62,1.85,17.3,101.8,95.6,1.9,2.8,4.7,0.06,0.072,0.133,0.339,-1.5,3.9,9.6,0.6,2.2,4.2,5.1,0,0,1,0,1,0,0,0
Zion Williamson,2019,1,18.95,79.0,285,,27.1,10.7,2.5,2.5,2.1,2.5,2.8,33.0,36.0,,,,,,0.68,0.338,0.163,0.467,0.64,0.708,0.702,28.6,0.52,0.87,40.8,133.1,87.4,13.4,6.7,20.1,0.222,0.113,0.335,0.325,2.2,10.8,15.8,0.9,2.6,4.7,7.4,0,0,1,1,0,0,0,0
Ja Morant,2019,2,19.85,75.0,170,,24.1,5.6,9.9,1.7,0.8,1.4,5.1,33.0,36.0,,,,,,0.499,0.363,0.296,0.512,0.812,0.553,0.612,33.3,1.56,1.95,31.6,119.3,95.8,8.3,1.7,10.0,0.192,0.08,0.272,0.363,2.7,7.9,15.8,1.7,4.7,6.6,8.1,1,0,0,0,1,0,0,0
R.J. Barrett,2019,3,19.01,79.0,202,,23.1,7.7,4.4,0.9,0.4,1.9,3.3,38.0,36.0,,,,,,0.454,0.308,0.338,0.319,0.665,0.506,0.532,32.2,0.73,1.33,23.3,110.1,95.9,6.5,2.1,8.6,0.113,0.081,0.194,0.346,-0.5,8.6,18.8,2.0,6.4,4.0,6.0,0,0,1,1,0,0,0,0
De'Andre Hunter,2019,4,21.55,79.0,223,,16.9,5.6,2.2,0.6,0.6,2.2,1.5,38.0,36.0,,,,,,0.52,0.438,0.266,0.398,0.783,0.579,0.618,24.1,0.54,1.44,24.3,125.8,94.9,7.4,3.4,10.8,0.156,0.084,0.237,0.356,,6.0,11.5,1.3,3.1,3.6,4.6,0,0,1,0,1,0,0,0
Darius Garland,2019,5,19.39,75.0,173,,21.0,4.9,3.4,1.0,0.5,1.8,3.9,5.0,36.0,,,,,,0.537,0.478,0.426,0.296,0.75,0.639,0.657,27.9,0.92,0.87,23.6,112.0,106.3,3.8,1.1,4.9,0.115,0.029,0.144,0.376,2.3,7.5,14.0,2.8,6.0,3.1,4.1,1,0,0,1,0,0,0,0
Jarrett Culver,2019,6,20.32,78.75,194,81.5,20.5,7.1,4.1,1.7,0.6,2.1,3.0,38.0,36.0,,,,,100.5,0.461,0.304,0.292,0.377,0.707,0.505,0.542,32.2,0.81,1.38,25.1,108.7,86.7,6.9,4.8,11.6,0.107,0.113,0.22,0.342,-0.7,7.4,16.1,1.4,4.7,4.3,6.1,0,0,1,0,1,0,0,0
Coby White,2019,7,19.33,76.75,191,77.0,20.3,4.5,5.2,1.4,0.4,2.5,3.4,35.0,36.0,,,,,97.5,0.423,0.353,0.523,0.293,0.8,0.516,0.556,26.8,0.91,1.54,19.2,110.6,98.9,5.2,2.8,8.0,0.096,0.068,0.164,0.382,0.5,6.8,16.0,3.0,8.4,3.7,4.7,0,0,1,1,0,0,0,0
Jaxson Hayes,2019,8,19.07,83.5,219,87.5,15.4,7.7,0.4,0.9,3.4,5.2,1.4,32.0,36.0,34.5,11.74,3.23,3.37,110.5,0.728,,0.0,0.592,0.74,0.728,0.739,17.2,0.15,0.31,27.0,138.7,95.6,4.6,5.5,10.1,0.15,0.08,0.23,0.323,0.9,5.9,8.1,0.0,0.0,3.6,4.8,0,0,1,1,0,0,0,0
Rui Hachimura,2019,9,21.36,80.0,225,,23.5,7.7,1.8,1.1,0.9,2.4,2.2,37.0,36.0,,,,,,0.591,0.417,0.077,0.477,0.739,0.608,0.639,28.1,0.32,0.82,28.6,124.9,91.6,6.4,2.9,9.4,0.168,0.097,0.265,0.335,0.0,8.9,15.0,0.5,1.2,5.3,7.2,1,0,0,0,0,1,0,0
Cam Reddish,2019,10,19.79,80.0,208,84.5,16.3,4.5,2.4,1.9,0.7,2.9,3.2,36.0,36.0,,,,,105.5,0.356,0.333,0.618,0.264,0.772,0.459,0.499,25.3,0.42,0.73,13.6,97.9,95.1,1.3,3.2,4.5,0.03,0.082,0.112,0.379,-1.2,5.2,14.5,3.0,9.0,3.0,3.8,0,0,1,1,0,0,0,0
Cameron Johnson,2019,11,23.28,80.5,205,82.0,20.3,7.0,2.9,1.4,0.3,1.8,1.8,36.0,36.0,36.5,10.52,3.28,3.26,103.0,0.506,0.457,0.504,0.264,0.818,0.621,0.648,21.8,0.63,1.59,24.9,131.2,98.2,9.4,3.5,12.9,0.16,0.071,0.23,0.391,1.3,7.1,14.0,3.2,7.0,3.0,3.7,0,0,1,0,0,0,1,0
P.J. Washington,2019,12,20.82,80.0,230,86.25,18.7,9.3,2.2,1.0,1.5,3.0,2.4,35.0,36.0,,,,,106.5,0.522,0.423,0.214,0.489,0.663,0.567,0.592,25.8,0.51,0.91,26.0,119.5,93.9,6.9,4.0,10.9,0.137,0.086,0.223,0.336,0.6,6.7,12.8,1.2,2.7,4.1,6.3,0,0,1,0,1,0,0,0
Tyler Herro,2019,13,19.41,78.0,192,75.25,15.5,5.0,2.7,1.2,0.4,1.4,1.8,37.0,36.0,,,,,100.5,0.462,0.355,0.419,0.231,0.935,0.536,0.58,21.4,0.7,1.52,19.4,119.7,98.1,5.1,3.8,8.9,0.109,0.07,0.179,0.381,1.9,5.5,12.0,1.8,5.0,2.6,2.8,0,0,1,1,0,0,0,0
Romeo Langford,2019,14,19.65,78.0,202,83.0,17.4,5.7,2.5,0.8,0.9,2.0,2.2,32.0,36.0,,,,,103.0,0.448,0.272,0.316,0.491,0.722,0.491,0.542,26.1,0.54,1.1,19.9,109.2,100.9,4.6,1.9,6.5,0.088,0.059,0.147,0.338,-1.6,5.8,13.0,1.1,4.1,4.6,6.4,0,0,1,1,0,0,0,0
Sekou Doumbouya,2019,15,18.48,81.0,230,,15.1,6.4,1.4,1.5,1.0,4.5,2.3,35.0,36.0,,,,,,0.495,0.325,0.392,0.175,0.757,0.559,0.577,,,0.61,,,,,,,,,,0.352,-1.8,6.0,12.1,1.5,4.7,1.6,2.1,0,1,0,0,0,0,0,1
Chuma Okeke,2019,16,20.83,80.0,235,,14.9,8.5,2.4,2.2,1.5,2.3,2.2,38.0,36.0,,,,,,0.496,0.387,0.419,0.265,0.722,0.577,0.597,20.0,0.62,1.11,24.5,121.2,95.2,7.0,4.1,11.1,0.119,0.083,0.199,0.353,0.1,5.5,11.0,1.8,4.6,2.1,2.9,0,0,1,0,1,0,0,0
Nickeil Alexander-Walker,2019,17,20.79,77.5,204,81.5,17.0,4.3,4.2,2.0,0.6,2.4,3.0,34.0,36.0,,,,,102.0,0.474,0.374,0.387,0.359,0.778,0.546,0.586,26.5,0.93,1.39,21.9,111.9,94.6,4.8,4.2,8.9,0.106,0.086,0.189,0.36,,5.9,12.4,1.8,4.8,3.5,4.4,1,0,0,0,1,0,0,0
Goga Bitadze,2019,18,19.91,83.5,250,,17.9,9.5,1.7,0.7,3.4,5.4,2.1,13.0,36.0,,,,,,0.548,0.312,0.172,0.753,0.714,0.575,0.622,,,0.83,,,,,,,,,,0.329,1.3,5.8,10.6,0.6,1.8,5.7,8.0,0,1,0,0,0,0,0,1
Luka Šamanić,2019,19,19.44,83.0,227,82.5,,,,,,,,,,38.0,11.01,3.03,3.27,107.0,,,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,0,1,0,0,0,0,0,1
Matisse Thybulle,2019,20,22.29,77.0,190,,10.5,3.6,2.5,4.1,2.6,3.2,2.1,36.0,36.0,,,,,,0.415,0.305,0.559,0.248,0.851,0.5,0.542,17.2,0.78,1.17,19.9,104.7,88.0,2.7,8.9,11.6,0.047,0.111,0.154,0.363,0.1,3.6,8.7,1.5,4.9,1.8,2.2,0,0,1,0,0,0,1,0
Brandon Clarke,2019,21,22.79,80.25,207,80.25,21.7,11.0,2.4,1.5,4.1,2.7,2.0,37.0,36.0,40.5,10.61,3.05,3.15,102.0,0.687,0.267,0.04,0.42,0.694,0.693,0.699,23.9,0.51,1.23,37.2,137.9,84.0,9.8,6.5,16.3,0.212,0.123,0.338,0.319,1.6,8.9,12.9,0.1,0.5,3.8,5.4,1,0,0,0,0,1,0,0
Grant Williams,2019,22,20.55,79.5,240,81.75,21.2,8.5,3.6,1.3,1.7,3.4,2.5,37.0,36.0,31.5,10.83,3.27,3.33,104.5,0.564,0.326,0.111,0.627,0.819,0.582,0.646,26.4,0.7,1.41,30.6,128.7,96.3,8.6,4.2,12.7,0.19,0.078,0.268,0.341,-0.1,7.1,12.7,0.5,1.4,6.5,7.9,0,0,1,0,0,1,0,0
Darius Bazley,2019,23,19.02,81.0,208,84.0,,,,,,,,,,37.0,11.09,2.95,3.27,107.0,,,,,,,,,,,,,,,,,,,,,-1.6,,,,,,,1,0,0,1,0,0,0,0
Ty Jerome,2019,24,21.95,77.5,194,76.0,14.4,4.5,5.8,1.6,0.0,1.8,1.7,37.0,36.0,31.5,11.21,3.12,3.4,98.0,0.435,0.399,0.484,0.222,0.736,0.532,0.555,23.4,1.39,3.31,22.9,120.4,92.2,6.8,4.6,11.5,0.137,0.092,0.229,0.363,2.1,5.1,11.7,2.3,5.7,1.9,2.6,0,0,1,0,0,1,0,0
Nassir Little,2019,25,19.35,78.0,224,85.25,19.4,9.1,1.3,1.0,1.0,3.2,2.6,36.0,36.0,38.5,12.15,3.1,3.24,104.5,0.478,0.269,0.19,0.365,0.77,0.504,0.549,25.2,0.25,0.5,20.0,110.1,96.8,2.9,2.2,5.1,0.085,0.073,0.165,0.338,-0.5,7.2,15.0,0.8,2.9,4.2,5.5,0,0,1,1,0,0,0,0
Dylan Windler,2019,26,22.74,79.5,196,82.0,23.0,11.7,2.8,1.5,0.6,2.3,2.3,33.0,36.0,37.5,10.7,2.94,3.3,104.5,0.54,0.429,0.518,0.304,0.847,0.651,0.681,25.7,0.53,1.22,30.4,129.1,94.7,8.8,1.5,10.3,0.179,0.084,0.263,0.395,-0.2,8.0,14.8,3.3,7.6,3.8,4.5,1,0,0,0,0,0,1,0
Mfiondu Kabengele,2019,27,21.84,82.25,256,87.0,22.1,9.9,0.5,0.9,2.5,4.3,2.2,37.0,36.0,35.5,11.21,3.3,3.25,109.5,0.502,0.369,0.199,0.55,0.761,0.538,0.593,28.5,0.11,0.23,28.9,120.5,92.9,6.1,3.4,9.6,0.15,0.09,0.241,0.346,-1.2,7.4,14.8,1.1,2.9,6.2,8.1,0,0,1,0,1,0,0,0
Jordan Poole,2019,28,20.0,77.5,191,78.75,13.9,3.2,2.4,1.2,0.2,2.2,1.7,37.0,36.0,35.5,10.59,3.14,3.27,99.5,0.436,0.369,0.55,0.244,0.833,0.538,0.573,20.9,0.62,1.4,16.0,109.5,93.2,3.0,4.2,7.2,0.072,0.088,0.16,0.374,1.0,4.7,10.9,2.2,6.0,2.2,2.6,0,0,1,0,1,0,0,0
Keldon Johnson,2019,29,19.79,78.0,216,81.25,15.8,6.9,1.9,0.9,0.2,2.6,1.9,37.0,36.0,,,,,104.0,0.461,0.381,0.316,0.416,0.703,0.521,0.558,22.7,0.46,1.0,18.5,115.7,98.3,4.1,2.6,6.7,0.102,0.07,0.172,0.344,0.5,5.4,11.8,1.4,3.7,3.5,4.9,0,0,1,1,0,0,0,0
Kevin Porter Jr.,2019,30,19.12,77.5,213,81.0,15.5,6.5,2.3,1.3,0.9,3.4,3.0,21.0,36.0,34.0,10.82,3.03,3.14,103.0,0.471,0.412,0.433,0.293,0.522,0.561,0.559,23.3,0.52,0.77,16.2,100.2,101.0,1.8,1.5,3.3,0.043,0.06,0.103,0.333,0.3,5.7,12.2,2.2,5.3,1.9,3.6,1,0,0,1,0,0,0,0
Nicolas Claxton,2019,31,20.17,83.75,217,86.5,14.8,9.8,2.1,1.2,2.9,3.2,2.4,32.0,36.0,36.5,11.26,3.47,3.36,110.0,0.46,0.281,0.215,0.644,0.641,0.49,0.533,22.1,0.55,0.87,21.2,108.1,99.5,2.3,3.2,5.5,0.071,0.067,0.138,0.319,2.0,4.9,10.6,0.6,2.3,4.4,6.8,0,0,1,0,1,0,0,0
KZ Okpala,2019,32,20.14,81.5,210,85.75,18.5,6.3,2.2,1.1,0.6,2.8,3.1,29.0,36.0,37.0,10.88,3.13,3.38,106.5,0.463,0.368,0.237,0.471,0.671,0.507,0.543,27.3,0.48,0.7,18.1,103.6,101.2,2.0,1.2,3.2,0.063,0.059,0.122,0.336,-1.1,6.4,13.9,1.2,3.3,4.4,6.6,0,0,1,0,1,0,0,0
Carsen Edwards,2019,33,21.27,72.25,199,78.0,24.7,3.7,2.9,1.4,0.3,2.1,3.2,36.0,36.0,34.0,10.53,2.82,3.22,94.5,0.394,0.355,0.541,0.314,0.837,0.49,0.541,37.3,0.49,0.92,23.2,109.9,103.4,7.5,1.0,8.5,0.125,0.05,0.176,0.401,-1.8,7.8,19.8,3.8,10.7,5.2,6.2,0,0,1,0,0,1,0,0
Bruno Fernando,2019,34,20.84,82.25,237,87.25,16.3,12.8,2.4,0.8,2.3,3.2,3.3,34.0,36.0,33.5,11.29,3.05,3.21,110.0,0.607,0.3,0.035,0.509,0.779,0.612,0.653,22.6,0.64,0.72,27.2,117.9,92.1,5.1,4.9,10.0,0.121,0.094,0.212,0.33,-0.9,6.1,10.0,0.1,0.4,4.0,5.1,0,0,1,0,1,0,0,0
Didi Louzada Silva,2019,35,20.36,77.0,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
Cody Martin,2019,36,23.72,77.5,192,82.25,12.6,4.7,5.1,1.4,0.7,2.6,2.0,34.0,36.0,35.5,10.44,2.99,3.32,102.5,0.505,0.358,0.318,0.324,0.763,0.562,0.594,17.3,1.5,2.61,19.1,121.1,96.1,3.5,3.5,7.0,0.106,0.079,0.184,0.345,0.8,4.6,9.2,1.0,2.9,2.3,3.0,1,0,0,0,0,0,1,0
Deividas Sirvydis,2019,37,19.02,80.0,190,,13.7,4.8,1.6,0.1,0.0,3.9,1.2,17.0,36.0,,,,,,0.484,0.463,0.661,0.274,0.765,0.637,0.656,,,1.38,,,,,,,,,,0.378,-2.8,4.5,9.3,2.8,6.1,1.9,2.5,0,1,0,0,0,0,0,1
Daniel Gafford,2019,38,20.71,82.5,238,86.25,21.2,10.9,0.9,1.2,2.5,3.4,3.0,32.0,36.0,36.5,11.61,3.19,3.25,110.0,0.66,,0.0,0.596,0.591,0.66,0.652,26.0,0.23,0.3,28.7,116.3,95.7,5.7,2.6,8.3,0.122,0.078,0.2,0.302,1.5,8.4,12.7,0.0,0.0,4.5,7.6,0,0,1,0,1,0,0,0
Alen Smailagić,2019,39,18.83,82.0,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8,,,,,,,0,1,0,0,0,0,0,1
Justin James,2019,40,22.4,79.0,190,,20.8,8.0,4.2,1.4,0.5,2.0,3.9,32.0,36.0,,,,,,0.409,0.296,0.303,0.485,0.741,0.454,0.515,35.6,0.93,1.06,21.5,97.9,104.0,2.9,-0.2,2.7,0.049,0.049,0.095,0.347,-1.8,6.7,16.4,1.5,5.0,5.9,8.0,1,0,0,0,0,0,1,0
Eric Paschall,2019,41,22.62,79.25,254,83.75,16.5,6.1,2.1,0.7,0.5,2.1,2.3,36.0,36.0,38.0,11.63,3.26,3.3,103.5,0.447,0.348,0.461,0.415,0.746,0.528,0.57,24.7,0.52,0.94,19.0,112.4,104.6,3.8,1.0,4.8,0.098,0.046,0.145,0.357,-1.4,5.4,12.1,1.9,5.6,3.7,5.0,0,0,1,0,0,0,1,0
Admiral Schofield,2019,42,22.22,77.25,241,81.75,18.7,7.0,2.3,1.0,0.5,2.9,2.1,37.0,36.0,34.0,10.77,2.87,3.37,102.5,0.474,0.418,0.353,0.171,0.698,0.548,0.562,26.2,0.46,1.07,20.1,110.6,99.6,4.7,1.6,6.3,0.092,0.065,0.157,0.358,-1.6,7.3,15.4,2.3,5.4,1.8,2.6,0,0,1,0,0,0,1,0
Jaylen Nowell,2019,43,19.94,76.25,202,79.25,16.9,5.5,3.3,1.3,0.3,2.4,3.1,36.0,36.0,38.5,10.76,3.13,3.23,98.0,0.502,0.44,0.267,0.281,0.779,0.561,0.592,25.3,0.82,1.06,20.3,110.3,98.5,3.3,1.6,4.9,0.094,0.068,0.161,0.358,-0.7,6.3,12.6,1.5,3.4,2.8,3.5,0,0,1,0,1,0,0,0
Bol Bol,2019,44,19.59,86.5,208,91.0,25.4,11.6,1.2,0.9,3.2,2.0,2.4,9.0,36.0,,,,,115.5,0.561,0.52,0.189,0.28,0.757,0.61,0.632,33.4,0.29,0.5,37.5,118.2,86.7,9.1,3.9,13.0,0.164,0.119,0.269,0.362,0.3,9.9,17.7,1.7,3.4,3.8,5.0,0,0,1,1,0,0,0,0
Isaiah Roby,2019,45,21.37,80.5,214,85.0,13.6,8.0,2.2,1.4,2.2,3.7,2.3,35.0,36.0,35.5,10.63,3.05,3.25,106.0,0.454,0.333,0.258,0.408,0.677,0.497,0.532,21.6,0.58,0.97,19.7,105.6,96.0,2.9,3.8,6.7,0.062,0.081,0.139,0.33,-1.2,4.9,10.7,0.9,2.8,3.0,4.4,0,0,1,0,0,1,0,0
Talen Horton-Tucker,2019,46,18.56,76.0,235,85.25,15.7,6.4,3.1,1.7,0.9,3.0,2.3,35.0,36.0,34.5,11.34,3.43,3.34,103.0,0.406,0.308,0.416,0.23,0.625,0.47,0.488,26.2,0.62,1.37,17.2,100.0,98.2,1.7,2.5,4.2,0.042,0.071,0.113,0.339,,5.9,14.4,1.9,6.0,2.1,3.3,0,0,1,1,0,0,0,0
Iggy Brazdeikis,2019,47,20.44,79.25,221,,18.0,6.6,1.0,0.9,0.6,2.6,1.5,37.0,36.0,,,,,,0.462,0.392,0.351,0.369,0.773,0.531,0.573,26.1,0.23,0.67,21.4,113.1,91.0,5.3,3.7,8.9,0.102,0.099,0.201,0.361,,6.2,13.4,1.8,4.7,3.8,4.9,0,0,1,1,0,0,0,0
Terance Mann,2019,48,22.67,78.5,205,79.75,12.9,7.4,2.9,0.8,0.4,2.5,2.0,37.0,36.0,38.5,11.51,3.14,3.3,101.0,0.505,0.39,0.265,0.426,0.79,0.557,0.603,17.5,0.89,1.45,18.9,122.5,99.7,4.9,2.8,7.7,0.109,0.065,0.174,0.348,0.1,4.5,8.9,0.9,2.4,3.0,3.8,0,0,1,0,0,0,1,0
Quinndary Weatherspoon,2019,49,22.77,76.25,207,81.0,19.6,4.9,3.0,1.8,0.3,2.2,3.1,34.0,36.0,38.0,11.57,3.15,3.16,100.0,0.508,0.396,0.332,0.437,0.809,0.574,0.622,26.1,0.64,0.97,24.0,119.3,104.3,6.0,2.1,8.1,0.138,0.048,0.187,0.364,-1.7,6.6,13.0,1.7,4.3,4.6,5.7,0,0,1,0,0,0,1,0
Jarrell Brantley,2019,50,23.03,79.0,255,,20.6,8.9,2.6,1.5,0.9,2.9,2.7,33.0,36.0,,,,,,0.517,0.328,0.253,0.356,0.785,0.559,0.598,30.0,0.53,0.94,28.2,115.7,98.8,4.2,0.9,5.1,0.139,0.068,0.207,0.35,-0.0,7.6,14.7,1.2,3.7,4.1,5.2,1,0,0,0,0,0,1,0
Tremont Waters,2019,51,21.44,70.75,172,74.25,17.0,3.1,6.5,3.2,0.1,2.2,3.8,33.0,36.0,40.5,10.76,3.11,3.07,93.5,0.43,0.327,0.428,0.32,0.812,0.5,0.547,25.7,1.32,1.68,21.8,109.0,99.7,5.2,3.7,8.9,0.09,0.064,0.157,0.365,0.1,5.8,13.5,1.9,5.8,3.5,4.3,1,0,0,0,1,0,0,0
Jalen McDaniels,2019,52,21.38,81.75,192,84.25,18.5,9.6,2.5,1.3,0.5,3.4,2.8,34.0,36.0,33.5,11.54,3.23,3.32,105.5,0.466,0.32,0.165,0.279,0.732,0.492,0.525,28.7,0.56,0.88,20.7,103.9,95.1,1.7,1.6,3.3,0.068,0.083,0.152,0.336,-0.3,7.2,15.5,0.8,2.6,3.2,4.3,1,0,0,0,1,0,0,0
Justin Wright-Foreman,2019,53,21.64,74.0,190,,25.8,3.8,2.8,0.8,0.2,1.8,2.5,35.0,36.0,,,,,,0.511,0.425,0.401,0.319,0.864,0.596,0.637,33.0,0.53,1.12,28.9,123.8,108.7,7.9,-1.9,6.0,0.191,0.03,0.224,0.393,,9.0,17.6,3.0,7.1,4.9,5.6,1,0,0,0,0,0,1,0
Marial Shayok,2019,54,23.9,77.5,197,84.25,20.5,5.4,2.2,1.0,0.3,2.3,2.9,34.0,36.0,36.5,11.16,3.04,3.37,103.5,0.496,0.386,0.398,0.266,0.878,0.573,0.612,28.2,0.43,0.74,22.5,114.0,104.1,5.8,0.6,6.4,0.118,0.047,0.168,0.382,-1.8,7.4,14.9,2.3,5.9,3.5,4.0,0,0,1,0,0,0,1,0
Kyle Guy,2019,55,21.85,74.25,168,76.5,15.7,4.6,2.1,0.7,0.1,1.0,1.4,38.0,36.0,36.5,10.48,3.07,3.27,95.5,0.449,0.426,0.639,0.19,0.833,0.585,0.609,22.7,0.52,1.47,20.4,121.6,96.4,7.6,2.6,10.2,0.125,0.077,0.202,0.392,-1.9,5.3,11.8,3.2,7.5,1.9,2.2,0,0,1,0,0,1,0,0
Jaylen Hands,2019,56,20.35,75.0,180,77.5,16.3,4.2,7.0,1.5,0.2,1.4,3.7,33.0,36.0,41.5,10.73,3.03,3.12,97.0,0.413,0.373,0.462,0.285,0.78,0.499,0.537,24.6,1.48,1.91,18.5,107.1,106.7,4.1,0.5,4.6,0.078,0.039,0.117,0.369,,5.5,13.4,2.3,6.2,3.0,3.8,1,0,0,0,1,0,0,0
Jordan Bone,2019,57,21.62,74.75,179,75.25,14.7,3.5,6.3,0.8,0.1,1.4,2.2,37.0,36.0,42.5,9.97,2.78,3.08,95.0,0.465,0.355,0.352,0.228,0.835,0.528,0.562,21.3,1.42,2.91,18.9,118.1,105.2,5.3,0.8,6.0,0.115,0.043,0.158,0.362,-2.5,5.5,11.8,1.5,4.2,2.2,2.7,0,0,1,0,0,1,0,0
Miye Oni,2019,58,21.87,77.75,206,82.75,19.9,7.3,4.1,1.0,1.5,3.1,3.0,29.0,36.0,38.5,11.71,3.12,3.17,100.5,0.441,0.371,0.398,0.356,0.793,0.515,0.561,28.4,0.74,1.37,22.0,109.0,98.4,3.3,0.9,4.2,0.094,0.071,0.165,0.369,-0.3,6.7,15.2,2.2,6.1,4.3,5.4,1,0,0,0,0,1,0,0
Dewan Hernandez,2019,59,22.52,82.25,233,85.75,15.9,9.3,0.6,0.7,1.4,2.6,1.9,32.0,36.0,35.5,11.46,3.25,3.28,107.0,0.576,0.0,0.012,0.404,0.689,0.576,0.6,21.7,0.16,0.32,22.1,116.5,98.9,2.7,1.8,4.5,0.097,0.073,0.17,0.316,-2.6,6.4,11.1,0.0,0.1,3.1,4.5,0,0,1,0,0,1,0,0
Vanja Marinković,2019,60,22.44,78.0,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1
DeAndre Ayton,2018,1,19.9,85.0,250,,21.6,12.4,1.8,0.6,2.0,2.5,2.1,35.0,36.0,,,,,,0.612,0.343,0.078,0.424,0.733,0.625,0.65,26.6,0.38,0.83,32.6,130.3,98.8,8.6,2.4,11.0,0.188,0.072,0.259,0.329,2.5,8.5,13.9,0.4,1.1,4.3,5.9,0,0,1,1,0,0,0,0
Marvin Bagley,2018,2,19.26,83.0,220,,22.3,11.8,1.6,0.9,0.9,1.9,2.4,33.0,36.0,,,,,,0.614,0.397,0.132,0.475,0.627,0.64,0.643,26.3,0.33,0.67,30.6,127.7,97.4,8.8,2.0,10.8,0.172,0.075,0.247,0.323,,8.7,14.2,0.7,1.9,4.2,6.7,0,0,1,1,0,0,0,0
Luka Dončić,2018,3,19.3,79.0,218,,20.9,7.5,6.6,1.6,0.5,2.2,3.2,61.0,36.0,,,,,,0.456,0.309,0.481,0.506,0.801,0.531,0.591,,,2.08,,,,,,,,,,0.367,6.0,6.5,14.3,2.1,6.9,5.8,7.2,0,1,0,0,0,0,0,1
Jaren Jackson Jr.,2018,4,18.76,83.25,236,89.25,18.0,9.6,1.8,1.0,5.0,5.3,2.9,35.0,36.0,,,,,110.0,0.513,0.396,0.414,0.573,0.797,0.595,0.647,23.5,0.4,0.63,26.9,120.6,86.4,4.4,7.3,11.7,0.12,0.115,0.241,0.363,2.4,5.6,10.9,1.8,4.5,5.0,6.3,0,0,1,1,0,0,0,0
Trae Young,2018,5,19.75,73.75,178,75.0,27.8,4.0,8.9,1.7,0.3,1.8,5.3,32.0,36.0,,,,,95.5,0.422,0.36,0.531,0.443,0.861,0.518,0.585,37.1,1.31,1.67,28.3,114.7,108.1,9.7,1.3,11.1,0.162,0.039,0.201,0.404,2.9,8.3,19.6,3.7,10.4,7.5,8.7,0,0,1,1,0,0,0,0
Mohamed Bamba,2018,6,20.1,84.75,226,94.0,15.4,12.6,0.6,0.9,4.4,3.0,1.8,30.0,36.0,,,,,115.5,0.541,0.275,0.189,0.441,0.681,0.567,0.593,21.3,0.17,0.33,28.3,118.5,89.6,5.0,5.9,10.9,0.106,0.106,0.212,0.322,,5.8,10.7,0.6,2.0,3.2,4.7,0,0,1,1,0,0,0,0
Wendell Carter,2018,7,19.17,82.0,251,88.5,18.1,12.1,2.7,1.1,2.7,3.8,2.7,37.0,36.0,,,,,109.0,0.561,0.413,0.144,0.527,0.738,0.591,0.628,22.8,0.57,0.99,28.2,125.3,92.8,6.3,5.1,11.4,0.144,0.092,0.237,0.338,,6.5,11.5,0.7,1.7,4.5,6.1,0,0,1,1,0,0,0,0
Collin Sexton,2018,8,19.45,73.5,183,79.25,23.1,4.5,4.3,1.0,0.1,3.0,3.4,33.0,36.0,,,,,98.5,0.447,0.336,0.299,0.575,0.778,0.498,0.567,32.9,0.84,1.29,23.5,113.2,105.2,5.8,1.1,6.9,0.13,0.049,0.178,0.356,0.5,7.1,16.0,1.6,4.8,7.1,9.2,0,0,1,1,0,0,0,0
Kevin Knox,2018,9,18.85,81.0,213,83.75,17.3,6.0,1.6,0.9,0.3,2.5,2.6,37.0,36.0,,,,,108.0,0.445,0.341,0.38,0.373,0.774,0.51,0.556,24.6,0.35,0.62,17.0,109.3,102.8,3.3,1.8,5.1,0.077,0.057,0.134,0.357,,5.9,13.2,1.7,5.0,3.8,4.9,0,0,1,1,0,0,0,0
